,Nation,Coverage,Metric,Value,Year
20197,Iowa,Any coverage,MOError2,0.3,2015
20198,Iowa,Uninsured,MOError2,0.3,2015
20199,Iowa,Private,MOError2,0.5,2015
20200,Iowa,Employer-based,MOError2,0.6,2015
20201,Iowa,Direct-purchase,MOError2,0.4,2015
20202,Iowa,TRICARE,MOError2,0.1,2015
20203,Iowa,Public,MOError2,0.5,2015
20204,Iowa,Medicaid,MOError2,0.6,2015
20205,Iowa,Medicare,MOError2,0.1,2015
20206,Iowa,VA Care,MOError2,0.1,2015
20207,Kansas,Total,MOError2,0.0,2015
20208,Kansas,Any coverage,MOError2,0.4,2015
20209,Kansas,Uninsured,MOError2,0.4,2015
20210,Kansas,Private,MOError2,0.6,2015
20211,Kansas,Employer-based,MOError2,0.7,2015
20212,Kansas,Direct-purchase,MOError2,0.4,2015
20213,Kansas,TRICARE,MOError2,0.2,2015
20214,Kansas,Public,MOError2,0.4,2015
20215,Kansas,Medicaid,MOError2,0.4,2015
20216,Kansas,Medicare,MOError2,0.2,2015
20217,Kansas,VA Care,MOError2,0.1,2015
20218,Kentucky,Total,MOError2,0.0,2015
20219,Kentucky,Any coverage,MOError2,0.2,2015
20220,Kentucky,Uninsured,MOError2,0.2,2015
20221,Kentucky,Private,MOError2,0.6,2015
20222,Kentucky,Employer-based,MOError2,0.6,2015
20223,Kentucky,Direct-purchase,MOError2,0.3,2015
20224,Kentucky,TRICARE,MOError2,0.2,2015
20225,Kentucky,Public,MOError2,0.4,2015
20226,Kentucky,Medicaid,MOError2,0.5,2015
20227,Kentucky,Medicare,MOError2,0.2,2015
20228,Kentucky,VA Care,MOError2,0.1,2015
20229,Louisiana,Total,MOError2,0.0,2015
20230,Louisiana,Any coverage,MOError2,0.4,2015
20231,Louisiana,Uninsured,MOError2,0.4,2015
20232,Louisiana,Private,MOError2,0.6,2015
20233,Louisiana,Employer-based,MOError2,0.6,2015
20234,Louisiana,Direct-purchase,MOError2,0.3,2015
20235,Louisiana,TRICARE,MOError2,0.2,2015
20236,Louisiana,Public,MOError2,0.4,2015
20237,Louisiana,Medicaid,MOError2,0.4,2015
20238,Louisiana,Medicare,MOError2,0.2,2015
20239,Louisiana,VA Care,MOError2,0.1,2015
20240,Maine,Total,MOError2,0.0,2015
20241,Maine,Any coverage,MOError2,0.5,2015
20242,Maine,Uninsured,MOError2,0.5,2015
20243,Maine,Private,MOError2,0.8,2015
20244,Maine,Employer-based,MOError2,0.9,2015
20245,Maine,Direct-purchase,MOError2,0.5,2015
20246,Maine,TRICARE,MOError2,0.3,2015
20247,Maine,Public,MOError2,0.7,2015
20248,Maine,Medicaid,MOError2,0.8,2015
20249,Maine,Medicare,MOError2,0.3,2015
20250,Maine,VA Care,MOError2,0.2,2015
20251,Maryland,Total,MOError2,0.0,2015
20252,Maryland,Any coverage,MOError2,0.2,2015
20253,Maryland,Uninsured,MOError2,0.2,2015
20254,Maryland,Private,MOError2,0.4,2015
20255,Maryland,Employer-based,MOError2,0.5,2015
20256,Maryland,Direct-purchase,MOError2,0.2,2015
20257,Maryland,TRICARE,MOError2,0.2,2015
20258,Maryland,Public,MOError2,0.4,2015
20259,Maryland,Medicaid,MOError2,0.4,2015
20260,Maryland,Medicare,MOError2,0.1,2015
20261,Maryland,VA Care,MOError2,0.1,2015
20262,Massachusetts,Total,MOError2,0.0,2015
20263,Massachusetts,Any coverage,MOError2,0.1,2015
20264,Massachusetts,Uninsured,MOError2,0.1,2015
20265,Massachusetts,Private,MOError2,0.4,2015
20266,Massachusetts,Employer-based,MOError2,0.5,2015
20267,Massachusetts,Direct-purchase,MOError2,0.3,2015
20268,Massachusetts,TRICARE,MOError2,0.1,2015
20269,Massachusetts,Public,MOError2,0.4,2015
20270,Massachusetts,Medicaid,MOError2,0.4,2015
20271,Massachusetts,Medicare,MOError2,0.1,2015
20272,Massachusetts,VA Care,MOError2,0.1,2015
20273,Michigan,Total,MOError2,0.0,2015
20274,Michigan,Any coverage,MOError2,0.1,2015
20275,Michigan,Uninsured,MOError2,0.1,2015
20276,Michigan,Private,MOError2,0.3,2015
20277,Michigan,Employer-based,MOError2,0.3,2015
20278,Michigan,Direct-purchase,MOError2,0.2,2015
20279,Michigan,TRICARE,MOError2,0.1,2015
20280,Michigan,Public,MOError2,0.3,2015
20281,Michigan,Medicaid,MOError2,0.3,2015
20282,Michigan,Medicare,MOError2,0.1,2015
20283,Michigan,VA Care,MOError2,0.1,2015
20284,Minnesota,Total,MOError2,0.0,2015
20285,Minnesota,Any coverage,MOError2,0.2,2015
20286,Minnesota,Uninsured,MOError2,0.2,2015
20287,Minnesota,Private,MOError2,0.4,2015
20288,Minnesota,Employer-based,MOError2,0.5,2015
20289,Minnesota,Direct-purchase,MOError2,0.3,2015
20290,Minnesota,TRICARE,MOError2,0.1,2015
20291,Minnesota,Public,MOError2,0.3,2015
20292,Minnesota,Medicaid,MOError2,0.3,2015
20293,Minnesota,Medicare,MOError2,0.1,2015
20294,Minnesota,VA Care,MOError2,0.1,2015
20295,Mississippi,Total,MOError2,0.0,2015
20296,Mississippi,Any coverage,MOError2,0.4,2015
20297,Mississippi,Uninsured,MOError2,0.4,2015
20298,Mississippi,Private,MOError2,0.7,2015
20299,Mississippi,Employer-based,MOError2,0.7,2015
20300,Mississippi,Direct-purchase,MOError2,0.4,2015
20301,Mississippi,TRICARE,MOError2,0.3,2015
20302,Mississippi,Public,MOError2,0.5,2015
20303,Mississippi,Medicaid,MOError2,0.5,2015
20304,Mississippi,Medicare,MOError2,0.2,2015
20305,Mississippi,VA Care,MOError2,0.2,2015
20306,Missouri,Total,MOError2,0.0,2015
20307,Missouri,Any coverage,MOError2,0.3,2015
20308,Missouri,Uninsured,MOError2,0.3,2015
20309,Missouri,Private,MOError2,0.5,2015
20310,Missouri,Employer-based,MOError2,0.5,2015
20311,Missouri,Direct-purchase,MOError2,0.3,2015
20312,Missouri,TRICARE,MOError2,0.1,2015
20313,Missouri,Public,MOError2,0.3,2015
20314,Missouri,Medicaid,MOError2,0.3,2015
20315,Missouri,Medicare,MOError2,0.1,2015
20316,Missouri,VA Care,MOError2,0.1,2015
20317,Montana,Total,MOError2,0.0,2015
20318,Montana,Any coverage,MOError2,0.7,2015
20319,Montana,Uninsured,MOError2,0.7,2015
20320,Montana,Private,MOError2,1.1,2015
20321,Montana,Employer-based,MOError2,1.1,2015
20322,Montana,Direct-purchase,MOError2,0.7,2015
20323,Montana,TRICARE,MOError2,0.4,2015
20324,Montana,Public,MOError2,0.6,2015
20325,Montana,Medicaid,MOError2,0.6,2015
20326,Montana,Medicare,MOError2,0.3,2015
20327,Montana,VA Care,MOError2,0.2,2015
20328,Nebraska,Total,MOError2,0.0,2015
20329,Nebraska,Any coverage,MOError2,0.5,2015
20330,Nebraska,Uninsured,MOError2,0.5,2015
20331,Nebraska,Private,MOError2,0.6,2015
20332,Nebraska,Employer-based,MOError2,0.6,2015
20333,Nebraska,Direct-purchase,MOError2,0.4,2015
20334,Nebraska,TRICARE,MOError2,0.2,2015
20335,Nebraska,Public,MOError2,0.4,2015
20336,Nebraska,Medicaid,MOError2,0.4,2015
20337,Nebraska,Medicare,MOError2,0.2,2015
20338,Nebraska,VA Care,MOError2,0.2,2015
20339,Nevada,Total,MOError2,0.0,2015
20340,Nevada,Any coverage,MOError2,0.4,2015
20341,Nevada,Uninsured,MOError2,0.4,2015
20342,Nevada,Private,MOError2,0.7,2015
20343,Nevada,Employer-based,MOError2,0.7,2015
20344,Nevada,Direct-purchase,MOError2,0.4,2015
20345,Nevada,TRICARE,MOError2,0.2,2015
20346,Nevada,Public,MOError2,0.6,2015
20347,Nevada,Medicaid,MOError2,0.5,2015
20348,Nevada,Medicare,MOError2,0.3,2015
20349,Nevada,VA Care,MOError2,0.1,2015
20350,New Hampshire,Total,MOError2,0.0,2015
20351,New Hampshire,Any coverage,MOError2,0.4,2015
20352,New Hampshire,Uninsured,MOError2,0.4,2015
20353,New Hampshire,Private,MOError2,0.7,2015
20354,New Hampshire,Employer-based,MOError2,0.8,2015
20355,New Hampshire,Direct-purchase,MOError2,0.6,2015
20356,New Hampshire,TRICARE,MOError2,0.3,2015
20357,New Hampshire,Public,MOError2,0.6,2015
20358,New Hampshire,Medicaid,MOError2,0.6,2015
20359,New Hampshire,Medicare,MOError2,0.3,2015
20360,New Hampshire,VA Care,MOError2,0.2,2015
20361,New Jersey,Total,MOError2,0.0,2015
20362,New Jersey,Any coverage,MOError2,0.2,2015
20363,New Jersey,Uninsured,MOError2,0.2,2015
20364,New Jersey,Private,MOError2,0.3,2015
20365,New Jersey,Employer-based,MOError2,0.4,2015
20366,New Jersey,Direct-purchase,MOError2,0.2,2015
20367,New Jersey,TRICARE,MOError2,0.1,2015
20368,New Jersey,Public,MOError2,0.3,2015
20369,New Jersey,Medicaid,MOError2,0.3,2015
20370,New Jersey,Medicare,MOError2,0.1,2015
20371,New Jersey,VA Care,MOError2,Z,2015
20372,New Mexico,Total,MOError2,0.0,2015
20373,New Mexico,Any coverage,MOError2,0.5,2015
20374,New Mexico,Uninsured,MOError2,0.5,2015
20375,New Mexico,Private,MOError2,0.8,2015
20376,New Mexico,Employer-based,MOError2,0.8,2015
20377,New Mexico,Direct-purchase,MOError2,0.4,2015
20378,New Mexico,TRICARE,MOError2,0.3,2015
20379,New Mexico,Public,MOError2,0.7,2015
20380,New Mexico,Medicaid,MOError2,0.7,2015
20381,New Mexico,Medicare,MOError2,0.3,2015
20382,New Mexico,VA Care,MOError2,0.2,2015
20383,New York,Total,MOError2,0.0,2015
20384,New York,Any coverage,MOError2,0.1,2015
20385,New York,Uninsured,MOError2,0.1,2015
20386,New York,Private,MOError2,0.2,2015
20387,New York,Employer-based,MOError2,0.3,2015
20388,New York,Direct-purchase,MOError2,0.2,2015
20389,New York,TRICARE,MOError2,Z,2015
20390,New York,Public,MOError2,0.2,2015
20391,New York,Medicaid,MOError2,0.2,2015
20392,New York,Medicare,MOError2,0.1,2015
20393,New York,VA Care,MOError2,Z,2015
20394,North Carolina,Total,MOError2,0.0,2015
20395,North Carolina,Any coverage,MOError2,0.2,2015
20396,North Carolina,Uninsured,MOError2,0.2,2015
20397,North Carolina,Private,MOError2,0.4,2015
20398,North Carolina,Employer-based,MOError2,0.4,2015
20399,North Carolina,Direct-purchase,MOError2,0.3,2015
20400,North Carolina,TRICARE,MOError2,0.1,2015
20401,North Carolina,Public,MOError2,0.3,2015
20402,North Carolina,Medicaid,MOError2,0.3,2015
20403,North Carolina,Medicare,MOError2,0.1,2015
20404,North Carolina,VA Care,MOError2,0.1,2015
20405,North Dakota,Total,MOError2,0.0,2015
20406,North Dakota,Any coverage,MOError2,0.7,2015
20407,North Dakota,Uninsured,MOError2,0.7,2015
20408,North Dakota,Private,MOError2,0.9,2015
20409,North Dakota,Employer-based,MOError2,1.2,2015
20410,North Dakota,Direct-purchase,MOError2,0.9,2015
20411,North Dakota,TRICARE,MOError2,0.5,2015
20412,North Dakota,Public,MOError2,0.7,2015
20413,North Dakota,Medicaid,MOError2,0.7,2015
20414,North Dakota,Medicare,MOError2,0.3,2015
20415,North Dakota,VA Care,MOError2,0.2,2015
20416,Ohio,Total,MOError2,0.0,2015
20417,Ohio,Any coverage,MOError2,0.2,2015
20418,Ohio,Uninsured,MOError2,0.2,2015
20419,Ohio,Private,MOError2,0.3,2015
20420,Ohio,Employer-based,MOError2,0.3,2015
20421,Ohio,Direct-purchase,MOError2,0.2,2015
20422,Ohio,TRICARE,MOError2,0.1,2015
20423,Ohio,Public,MOError2,0.3,2015
20424,Ohio,Medicaid,MOError2,0.3,2015
20425,Ohio,Medicare,MOError2,0.1,2015
20426,Ohio,VA Care,MOError2,0.1,2015
20427,Oklahoma,Total,MOError2,0.0,2015
20428,Oklahoma,Any coverage,MOError2,0.3,2015
20429,Oklahoma,Uninsured,MOError2,0.3,2015
20430,Oklahoma,Private,MOError2,0.4,2015
20431,Oklahoma,Employer-based,MOError2,0.4,2015
20432,Oklahoma,Direct-purchase,MOError2,0.3,2015
20433,Oklahoma,TRICARE,MOError2,0.2,2015
20434,Oklahoma,Public,MOError2,0.4,2015
20435,Oklahoma,Medicaid,MOError2,0.4,2015
20436,Oklahoma,Medicare,MOError2,0.2,2015
20437,Oklahoma,VA Care,MOError2,0.1,2015
20438,Oregon,Total,MOError2,0.0,2015
20439,Oregon,Any coverage,MOError2,0.3,2015
20440,Oregon,Uninsured,MOError2,0.3,2015
20441,Oregon,Private,MOError2,0.5,2015
20442,Oregon,Employer-based,MOError2,0.6,2015
20443,Oregon,Direct-purchase,MOError2,0.4,2015
20444,Oregon,TRICARE,MOError2,0.1,2015
20445,Oregon,Public,MOError2,0.5,2015
20446,Oregon,Medicaid,MOError2,0.5,2015
20447,Oregon,Medicare,MOError2,0.2,2015
20448,Oregon,VA Care,MOError2,0.1,2015
20449,Pennsylvania,Total,MOError2,0.0,2015
20450,Pennsylvania,Any coverage,MOError2,0.1,2015
20451,Pennsylvania,Uninsured,MOError2,0.1,2015
20452,Pennsylvania,Private,MOError2,0.3,2015
20453,Pennsylvania,Employer-based,MOError2,0.3,2015
20454,Pennsylvania,Direct-purchase,MOError2,0.2,2015
20455,Pennsylvania,TRICARE,MOError2,0.1,2015
20456,Pennsylvania,Public,MOError2,0.3,2015
20457,Pennsylvania,Medicaid,MOError2,0.3,2015
20458,Pennsylvania,Medicare,MOError2,0.1,2015
20459,Pennsylvania,VA Care,MOError2,0.1,2015
20460,Rhode Island,Total,MOError2,0.0,2015
20461,Rhode Island,Any coverage,MOError2,0.6,2015
20462,Rhode Island,Uninsured,MOError2,0.6,2015
20463,Rhode Island,Private,MOError2,0.9,2015
20464,Rhode Island,Employer-based,MOError2,1.2,2015
20465,Rhode Island,Direct-purchase,MOError2,0.7,2015
20466,Rhode Island,TRICARE,MOError2,0.3,2015
20467,Rhode Island,Public,MOError2,1.0,2015
20468,Rhode Island,Medicaid,MOError2,1.0,2015
20469,Rhode Island,Medicare,MOError2,0.3,2015
20470,Rhode Island,VA Care,MOError2,0.2,2015
20471,South Carolina,Total,MOError2,0.0,2015
20472,South Carolina,Any coverage,MOError2,0.3,2015
20473,South Carolina,Uninsured,MOError2,0.3,2015
20474,South Carolina,Private,MOError2,0.5,2015
20475,South Carolina,Employer-based,MOError2,0.6,2015
20476,South Carolina,Direct-purchase,MOError2,0.4,2015
20477,South Carolina,TRICARE,MOError2,0.2,2015
20478,South Carolina,Public,MOError2,0.4,2015
20479,South Carolina,Medicaid,MOError2,0.4,2015
20480,South Carolina,Medicare,MOError2,0.1,2015
20481,South Carolina,VA Care,MOError2,0.1,2015
20482,South Dakota,Total,MOError2,0.0,2015
20483,South Dakota,Any coverage,MOError2,0.6,2015
20484,South Dakota,Uninsured,MOError2,0.6,2015
20485,South Dakota,Private,MOError2,1.0,2015
20486,South Dakota,Employer-based,MOError2,1.0,2015
20487,South Dakota,Direct-purchase,MOError2,0.7,2015
20488,South Dakota,TRICARE,MOError2,0.5,2015
20489,South Dakota,Public,MOError2,0.8,2015
20490,South Dakota,Medicaid,MOError2,0.7,2015
20491,South Dakota,Medicare,MOError2,0.3,2015
20492,South Dakota,VA Care,MOError2,0.3,2015
20493,Tennessee,Total,MOError2,0.0,2015
20494,Tennessee,Any coverage,MOError2,0.3,2015
20495,Tennessee,Uninsured,MOError2,0.3,2015
20496,Tennessee,Private,MOError2,0.5,2015
20497,Tennessee,Employer-based,MOError2,0.5,2015
20498,Tennessee,Direct-purchase,MOError2,0.3,2015
20499,Tennessee,TRICARE,MOError2,0.1,2015
20500,Tennessee,Public,MOError2,0.3,2015
20501,Tennessee,Medicaid,MOError2,0.3,2015
20502,Tennessee,Medicare,MOError2,0.1,2015
20503,Tennessee,VA Care,MOError2,0.1,2015
20504,Texas,Total,MOError2,0.0,2015
20505,Texas,Any coverage,MOError2,0.2,2015
20506,Texas,Uninsured,MOError2,0.2,2015
20507,Texas,Private,MOError2,0.3,2015
20508,Texas,Employer-based,MOError2,0.3,2015
20509,Texas,Direct-purchase,MOError2,0.1,2015
20510,Texas,TRICARE,MOError2,0.1,2015
20511,Texas,Public,MOError2,0.2,2015
20512,Texas,Medicaid,MOError2,0.2,2015
20513,Texas,Medicare,MOError2,0.1,2015
20514,Texas,VA Care,MOError2,Z,2015
20515,Utah,Total,MOError2,0.0,2015
20516,Utah,Any coverage,MOError2,0.5,2015
20517,Utah,Uninsured,MOError2,0.5,2015
20518,Utah,Private,MOError2,0.7,2015
20519,Utah,Employer-based,MOError2,0.7,2015
20520,Utah,Direct-purchase,MOError2,0.5,2015
20521,Utah,TRICARE,MOError2,0.2,2015
20522,Utah,Public,MOError2,0.4,2015
20523,Utah,Medicaid,MOError2,0.4,2015
20524,Utah,Medicare,MOError2,0.1,2015
20525,Utah,VA Care,MOError2,0.1,2015
20526,Vermont,Total,MOError2,0.0,2015
20527,Vermont,Any coverage,MOError2,0.4,2015
20528,Vermont,Uninsured,MOError2,0.4,2015
20529,Vermont,Private,MOError2,1.1,2015
20530,Vermont,Employer-based,MOError2,1.1,2015
20531,Vermont,Direct-purchase,MOError2,0.5,2015
20532,Vermont,TRICARE,MOError2,0.4,2015
20533,Vermont,Public,MOError2,1.0,2015
20534,Vermont,Medicaid,MOError2,1.0,2015
20535,Vermont,Medicare,MOError2,0.4,2015
20536,Vermont,VA Care,MOError2,0.3,2015
20537,Virginia,Total,MOError2,0.0,2015
20538,Virginia,Any coverage,MOError2,0.3,2015
20539,Virginia,Uninsured,MOError2,0.3,2015
20540,Virginia,Private,MOError2,0.4,2015
20541,Virginia,Employer-based,MOError2,0.4,2015
20542,Virginia,Direct-purchase,MOError2,0.2,2015
20543,Virginia,TRICARE,MOError2,0.2,2015
20544,Virginia,Public,MOError2,0.3,2015
20545,Virginia,Medicaid,MOError2,0.2,2015
20546,Virginia,Medicare,MOError2,0.1,2015
20547,Virginia,VA Care,MOError2,0.1,2015
20548,Washington,Total,MOError2,0.0,2015
20549,Washington,Any coverage,MOError2,0.2,2015
20550,Washington,Uninsured,MOError2,0.2,2015
20551,Washington,Private,MOError2,0.4,2015
20552,Washington,Employer-based,MOError2,0.4,2015
20553,Washington,Direct-purchase,MOError2,0.3,2015
20554,Washington,TRICARE,MOError2,0.2,2015
20555,Washington,Public,MOError2,0.4,2015
20556,Washington,Medicaid,MOError2,0.4,2015
20557,Washington,Medicare,MOError2,0.1,2015
20558,Washington,VA Care,MOError2,0.1,2015
20559,West Virginia,Total,MOError2,0.0,2015
20560,West Virginia,Any coverage,MOError2,0.4,2015
20561,West Virginia,Uninsured,MOError2,0.4,2015
20562,West Virginia,Private,MOError2,0.9,2015
20563,West Virginia,Employer-based,MOError2,0.9,2015
20564,West Virginia,Direct-purchase,MOError2,0.4,2015
20565,West Virginia,TRICARE,MOError2,0.2,2015
20566,West Virginia,Public,MOError2,0.8,2015
20567,West Virginia,Medicaid,MOError2,0.7,2015
20568,West Virginia,Medicare,MOError2,0.3,2015
20569,West Virginia,VA Care,MOError2,0.2,2015
20570,Wisconsin,Total,MOError2,0.0,2015
20571,Wisconsin,Any coverage,MOError2,0.2,2015
20572,Wisconsin,Uninsured,MOError2,0.2,2015
20573,Wisconsin,Private,MOError2,0.4,2015
20574,Wisconsin,Employer-based,MOError2,0.4,2015
20575,Wisconsin,Direct-purchase,MOError2,0.2,2015
20576,Wisconsin,TRICARE,MOError2,0.1,2015
20577,Wisconsin,Public,MOError2,0.3,2015
20578,Wisconsin,Medicaid,MOError2,0.3,2015
20579,Wisconsin,Medicare,MOError2,0.1,2015
20580,Wisconsin,VA Care,MOError2,0.1,2015
20581,Wyoming,Total,MOError2,0.0,2015
20582,Wyoming,Any coverage,MOError2,1.0,2015
20583,Wyoming,Uninsured,MOError2,1.0,2015
20584,Wyoming,Private,MOError2,1.4,2015
20585,Wyoming,Employer-based,MOError2,1.5,2015
20586,Wyoming,Direct-purchase,MOError2,1.1,2015
20587,Wyoming,TRICARE,MOError2,0.5,2015
20588,Wyoming,Public,MOError2,1.0,2015
20589,Wyoming,Medicaid,MOError2,1.0,2015
20590,Wyoming,Medicare,MOError2,0.4,2015
20591,Wyoming,VA Care,MOError2,0.4,2015
20603,Alabama,Total,estimate,"4,767",2014
20604,Alabama,Any coverage,estimate,"4,188",2014
20605,Alabama,Uninsured,estimate,579,2014
20606,Alabama,Private,estimate,"3,132",2014
20607,Alabama,Employer-based,estimate,"2,525",2014
20608,Alabama,Direct-purchase,estimate,610,2014
20609,Alabama,TRICARE,estimate,211,2014
20610,Alabama,Public,estimate,"1,694",2014
20611,Alabama,Medicaid,estimate,934,2014
20612,Alabama,Medicare,estimate,896,2014
20613,Alabama,VA Care,estimate,126,2014
20614,Alaska,Total,estimate,712,2014
20615,Alaska,Any coverage,estimate,589,2014
20616,Alaska,Uninsured,estimate,122,2014
20617,Alaska,Private,estimate,467,2014
20618,Alaska,Employer-based,estimate,377,2014
20619,Alaska,Direct-purchase,estimate,53,2014
20620,Alaska,TRICARE,estimate,72,2014
20621,Alaska,Public,estimate,191,2014
20622,Alaska,Medicaid,estimate,119,2014
20623,Alaska,Medicare,estimate,75,2014
20624,Alaska,VA Care,estimate,28,2014
20625,Arizona,Total,estimate,"6,623",2014
20626,Arizona,Any coverage,estimate,"5,720",2014
20627,Arizona,Uninsured,estimate,903,2014
20628,Arizona,Private,estimate,"4,050",2014
20629,Arizona,Employer-based,estimate,"3,191",2014
20630,Arizona,Direct-purchase,estimate,868,2014
20631,Arizona,TRICARE,estimate,214,2014
20632,Arizona,Public,estimate,"2,427",2014
20633,Arizona,Medicaid,estimate,"1,384",2014
20634,Arizona,Medicare,estimate,"1,163",2014
20635,Arizona,VA Care,estimate,189,2014
20636,Arkansas,Total,estimate,"2,914",2014
20637,Arkansas,Any coverage,estimate,"2,571",2014
20638,Arkansas,Uninsured,estimate,343,2014
20639,Arkansas,Private,estimate,"1,761",2014
20640,Arkansas,Employer-based,estimate,"1,374",2014
20641,Arkansas,Direct-purchase,estimate,394,2014
20642,Arkansas,TRICARE,estimate,90,2014
20643,Arkansas,Public,estimate,"1,171",2014
20644,Arkansas,Medicaid,estimate,698,2014
20645,Arkansas,Medicare,estimate,553,2014
20646,Arkansas,VA Care,estimate,99,2014
20647,California,Total,estimate,"38,300",2014
20648,California,Any coverage,estimate,"33,530",2014
20649,California,Uninsured,estimate,"4,767",2014
20650,California,Private,estimate,"23,670",2014
20651,California,Employer-based,estimate,"19,340",2014
20652,California,Direct-purchase,estimate,"4,556",2014
20653,California,TRICARE,estimate,683,2014
20654,California,Public,estimate,"13,120",2014
20655,California,Medicaid,estimate,"8,894",2014
20656,California,Medicare,estimate,"5,370",2014
20657,California,VA Care,estimate,575,2014
20658,Colorado,Total,estimate,"5,266",2014
20659,Colorado,Any coverage,estimate,"4,723",2014
20660,Colorado,Uninsured,estimate,543,2014
20661,Colorado,Private,estimate,"3,672",2014
20662,Colorado,Employer-based,estimate,"2,887",2014
20663,Colorado,Direct-purchase,estimate,731,2014
20664,Colorado,TRICARE,estimate,214,2014
20665,Colorado,Public,estimate,"1,592",2014
20666,Colorado,Medicaid,estimate,923,2014
20667,Colorado,Medicare,estimate,732,2014
20668,Colorado,VA Care,estimate,118,2014
20669,Connecticut,Total,estimate,"3,541",2014
20670,Connecticut,Any coverage,estimate,"3,296",2014
20671,Connecticut,Uninsured,estimate,245,2014
20672,Connecticut,Private,estimate,"2,522",2014
20673,Connecticut,Employer-based,estimate,"2,142",2014
20674,Connecticut,Direct-purchase,estimate,435,2014
20675,Connecticut,TRICARE,estimate,47,2014
20676,Connecticut,Public,estimate,"1,174",2014
20677,Connecticut,Medicaid,estimate,680,2014
20678,Connecticut,Medicare,estimate,580,2014
20679,Connecticut,VA Care,estimate,58,2014
20680,Delaware,Total,estimate,921,2014
20681,Delaware,Any coverage,estimate,849,2014
20682,Delaware,Uninsured,estimate,72,2014
20683,Delaware,Private,estimate,655,2014
20684,Delaware,Employer-based,estimate,563,2014
20685,Delaware,Direct-purchase,estimate,102,2014
20686,Delaware,TRICARE,estimate,36,2014
20687,Delaware,Public,estimate,327,2014
20688,Delaware,Medicaid,estimate,174,2014
20689,Delaware,Medicare,estimate,171,2014
20690,Delaware,VA Care,estimate,18,2014
20691,District of Columbia,Total,estimate,648,2014
20692,District of Columbia,Any coverage,estimate,614,2014
20693,District of Columbia,Uninsured,estimate,34,2014
20694,District of Columbia,Private,estimate,440,2014
20695,District of Columbia,Employer-based,estimate,370,2014
20696,District of Columbia,Direct-purchase,estimate,84,2014
20697,District of Columbia,TRICARE,estimate,13,2014
20698,District of Columbia,Public,estimate,236,2014
20699,District of Columbia,Medicaid,estimate,181,2014
20700,District of Columbia,Medicare,estimate,78,2014
20701,District of Columbia,VA Care,estimate,11,2014
20702,Florida,Total,estimate,"19,580",2014
20703,Florida,Any coverage,estimate,"16,340",2014
20704,Florida,Uninsured,estimate,"3,245",2014
20705,Florida,Private,estimate,"11,560",2014
20706,Florida,Employer-based,estimate,"8,594",2014
20707,Florida,Direct-purchase,estimate,"2,897",2014
20708,Florida,TRICARE,estimate,698,2014
20709,Florida,Public,estimate,"7,105",2014
20710,Florida,Medicaid,estimate,"3,575",2014
20711,Florida,Medicare,estimate,"4,084",2014
20712,Florida,VA Care,estimate,571,2014
20713,Georgia,Total,estimate,"9,907",2014
20714,Georgia,Any coverage,estimate,"8,338",2014
20715,Georgia,Uninsured,estimate,"1,568",2014
20716,Georgia,Private,estimate,"6,262",2014
20717,Georgia,Employer-based,estimate,"5,127",2014
20718,Georgia,Direct-purchase,estimate,"1,084",2014
20719,Georgia,TRICARE,estimate,401,2014
20720,Georgia,Public,estimate,"3,013",2014
20721,Georgia,Medicaid,estimate,"1,771",2014
20722,Georgia,Medicare,estimate,"1,450",2014
20723,Georgia,VA Care,estimate,220,2014
20724,Hawaii,Total,estimate,"1,368",2014
20725,Hawaii,Any coverage,estimate,"1,296",2014
20726,Hawaii,Uninsured,estimate,72,2014
20727,Hawaii,Private,estimate,"1,031",2014
20728,Hawaii,Employer-based,estimate,854,2014
20729,Hawaii,Direct-purchase,estimate,148,2014
20730,Hawaii,TRICARE,estimate,129,2014
20731,Hawaii,Public,estimate,455,2014
20732,Hawaii,Medicaid,estimate,241,2014
20733,Hawaii,Medicare,estimate,234,2014
20734,Hawaii,VA Care,estimate,32,2014
20735,Idaho,Total,estimate,"1,613",2014
20736,Idaho,Any coverage,estimate,"1,394",2014
20737,Idaho,Uninsured,estimate,219,2014
20738,Idaho,Private,estimate,"1,103",2014
20739,Idaho,Employer-based,estimate,817,2014
20740,Idaho,Direct-purchase,estimate,289,2014
20741,Idaho,TRICARE,estimate,57,2014
20742,Idaho,Public,estimate,496,2014
20743,Idaho,Medicaid,estimate,258,2014
20744,Idaho,Medicare,estimate,260,2014
20745,Idaho,VA Care,estimate,48,2014
20746,Illinois,Total,estimate,"12,700",2014
20747,Illinois,Any coverage,estimate,"11,460",2014
20748,Illinois,Uninsured,estimate,"1,238",2014
20749,Illinois,Private,estimate,"8,669",2014
20750,Illinois,Employer-based,estimate,"7,284",2014
20751,Illinois,Direct-purchase,estimate,"1,614",2014
20752,Illinois,TRICARE,estimate,138,2014
20753,Illinois,Public,estimate,"4,128",2014
20754,Illinois,Medicaid,estimate,"2,445",2014
20755,Illinois,Medicare,estimate,"1,912",2014
20756,Illinois,VA Care,estimate,214,2014
20757,Indiana,Total,estimate,"6,498",2014
20758,Indiana,Any coverage,estimate,"5,722",2014
20759,Indiana,Uninsured,estimate,776,2014
20760,Indiana,Private,estimate,"4,481",2014
20761,Indiana,Employer-based,estimate,"3,785",2014
20762,Indiana,Direct-purchase,estimate,808,2014
20763,Indiana,TRICARE,estimate,92,2014
